Date,Open,High,Low,Close,Adj Close,Volume
2018-05-17,138.145309,138.804977,137.447418,138.145309,108.169235,3292494
2018-05-18,138.116638,138.565964,137.657745,137.743790,107.854828,2805581
2018-05-21,138.575531,139.617584,138.317398,139.091782,108.910355,3027856
2018-05-22,139.120453,139.770554,138.623322,138.709366,108.610916,2389064
2018-05-23,138.001907,138.336517,137.170166,138.307846,108.296516,3618846
2018-05-24,138.040146,138.126190,136.663483,137.734222,107.847343,3555040
2018-05-25,137.571701,138.212234,137.151047,137.323135,107.525475,5140358
2018-05-29,136.261948,136.606125,134.043976,135.009567,105.713921,4746330
2018-05-30,135.659653,136.806885,135.583176,136.347992,106.761909,5353951
2018-05-31,136.529633,136.529633,134.847031,135.095596,105.781281,7144494
2018-06-01,136.166351,136.558319,135.391968,135.707458,106.260368,4034945
2018-06-04,136.042068,136.873810,135.927338,136.749527,107.076340,3174924
2018-06-05,136.759079,137.743790,136.749527,137.380493,107.570389,2966456
2018-06-06,137.992355,138.355637,137.227539,138.346085,108.326447,3368225
2018-06-07,138.623322,140.248566,138.556412,138.967499,108.813034,4515059
2018-06-08,138.623322,139.990433,138.021027,139.713196,109.396912,5450183
2018-06-11,140.172089,140.927338,139.713196,140.133850,109.726280,3409960
2018-06-12,140.630981,141.032501,140.172089,140.411087,109.943375,2761963
2018-06-13,140.334610,140.984711,139.770554,139.913956,109.554108,3104737
2018-06-14,140.200760,140.516251,138.709366,138.814529,108.693230,3479310
2018-06-15,138.527725,139.072662,137.380493,138.996170,108.835487,9535336
2018-06-18,137.839386,138.164429,136.845123,138.126190,108.154251,4483574
2018-06-19,136.826004,137.877625,136.663483,137.571701,107.720108,3647402
2018-06-20,137.877625,138.164429,136.147232,136.357559,106.769402,3483075
2018-06-21,136.319305,136.845123,134.636703,135.038239,105.736366,4066534
2018-06-22,135.411087,135.573608,134.588913,135.066925,105.758827,5869420
2018-06-25,134.225616,134.225616,132.198853,132.686417,103.894875,9348207
2018-06-26,133.231354,133.699814,132.246658,132.963669,104.111969,4329917
2018-06-27,132.992355,133.632889,131.405350,131.434036,102.914230,4290483
2018-06-28,132.026764,134.359467,131.883362,133.881454,104.830597,4731790
2018-06-29,134.149139,135.143402,133.470367,133.556412,104.576080,3880765
2018-07-02,132.198853,134.053543,132.122375,133.709366,104.695839,3562048
2018-07-03,134.464630,134.741867,133.240921,133.432129,104.478760,2053507
2018-07-05,134.302109,135.210327,133.776291,135.210327,105.871117,3916956
2018-07-06,135.305923,136.653915,134.961761,136.214142,106.657120,2980054
2018-07-09,136.319305,138.355637,136.204590,138.040146,108.086899,4084316
2018-07-10,138.154877,139.187378,137.915863,138.346085,108.326447,3950742
2018-07-11,137.667297,139.761002,137.667297,138.565964,108.498611,3688824
2018-07-12,139.435944,140.372849,139.330780,140.009567,109.628975,3262997
2018-07-13,140.009567,140.516251,139.388138,139.483749,109.217262,3203480
2018-07-16,139.263855,139.378586,137.868073,139.063095,108.887871,3628365
2018-07-17,138.384323,138.623322,137.036331,137.179733,107.413177,5331148
2018-07-18,137.198853,138.432129,136.462708,138.164429,108.184189,7254324
2018-07-19,141.347992,143.919693,140.774384,142.676865,111.717522,15329967
2018-07-20,142.045883,142.313583,139.827911,139.913956,109.554108,6709672
2018-07-23,139.913956,140.248566,138.632889,139.292542,109.067535,4077203
2018-07-24,140.248566,140.573608,139.502869,139.942642,109.576576,4070614
2018-07-25,139.588913,140.200760,139.101334,140.172089,109.756226,3797921
2018-07-26,140.946457,142.705551,140.181641,140.258133,109.823608,4997788
2018-07-27,140.430206,140.669220,138.298279,138.766724,108.655823,3921768
2018-07-30,138.432129,139.808792,138.326965,139.091782,108.910355,3774177
2018-07-31,139.330780,139.388138,137.820267,138.556412,108.491127,5726013
2018-08-01,138.393875,138.804977,137.036331,137.189301,107.420677,3544266
2018-08-02,136.577438,137.055450,136.070740,136.673035,107.016403,4018104
2018-08-03,136.940720,141.414917,136.711288,141.204590,110.564705,8424066
2018-08-06,140.487579,140.726578,139.168259,139.608032,109.314537,4093730
2018-08-07,140.200760,141.147232,139.913956,140.544937,110.048180,3670205
2018-08-08,140.850861,140.946457,139.808792,140.430206,109.958344,3745831
2018-08-09,139.130020,139.521988,138.365204,138.403442,109.542183,3235801
2018-08-10,138.145309,138.690247,137.552582,138.126190,109.322746,3141243
2018-08-13,137.810699,137.954117,136.261948,136.434036,107.983459,2989991
2018-08-14,136.711288,137.495224,136.644363,137.055450,108.475266,2991560
2018-08-15,136.281067,137.667297,135.755264,137.581268,108.891434,4436609
2018-08-16,138.021027,139.273422,138.021027,138.948380,109.973488,5492232
2018-08-17,138.422562,139.952194,138.326965,139.636703,110.518250,2801816
2018-08-20,139.933075,140.688339,139.722748,140.066925,110.858780,2614686
2018-08-21,140.535370,140.650101,139.474182,139.550674,110.450180,3249817
2018-08-22,139.588913,139.732315,138.804977,138.852768,109.897781,2498894
2018-08-23,138.661575,139.120453,138.384323,138.977051,109.996155,2322538
2018-08-24,139.063095,139.665390,138.499039,139.617584,110.503159,2904324
2018-08-27,140.478012,141.128113,140.076477,140.238998,110.994972,3652214
2018-08-28,140.487579,140.525818,139.761002,140.143402,110.919289,2568244
2018-08-29,140.411087,141.424469,140.152969,141.051620,111.638123,3298875
2018-08-30,140.564056,140.822174,138.862335,139.512421,110.419914,3494058
2018-08-31,139.311661,140.325043,139.139572,140.038239,110.836090,3648971
2018-09-04,139.560226,139.761002,138.441681,139.273422,110.230728,3479205
2018-09-05,138.804977,140.296371,138.671127,140.210327,110.972282,3270319
2018-09-06,140.420654,141.166351,139.139572,139.952194,110.767952,4444245
2018-09-07,139.521988,140.057358,138.738052,139.053543,110.056702,4908983
2018-09-10,140.152969,140.822174,139.158707,139.244736,110.208031,3784742
2018-09-11,139.579346,140.525818,138.862335,140.047806,110.843628,3529936
2018-09-12,139.933075,141.472275,139.608032,140.124283,110.904167,4714008
2018-09-13,140.869980,142.447418,140.650101,142.399612,112.705025,5592439
2018-09-14,142.304016,142.734222,141.281067,141.806885,112.235909,3610897
2018-09-17,141.912048,142.514343,141.271515,141.434036,111.940788,3715287
2018-09-18,141.261948,142.437866,140.984711,142.026764,112.409943,3796352
2018-09-19,142.093689,143.365204,141.711288,142.504776,112.788254,4441525
2018-09-20,143.001907,144.722748,142.868073,144.502869,114.369682,6226001
2018-09-21,144.818359,145.889099,144.110901,144.694077,114.521042,20865085
2018-09-24,144.455063,144.550674,142.887192,143.432129,113.522217,4461190
2018-09-25,143.317398,143.795410,141.835571,142.361374,112.674736,4599785
2018-09-26,145.697891,146.606125,144.684509,144.942642,114.717781,7742387
2018-09-27,145.325043,145.688339,144.512421,144.837479,114.634506,3637570
2018-09-28,144.512421,144.961761,144.158707,144.560226,114.415062,3457867
2018-10-01,145.038239,146.673035,145.038239,146.271515,115.769516,3930240
2018-10-02,146.261948,147.074570,145.793503,146.988525,116.336983,3169275
2018-10-03,147.227539,147.571701,146.080307,146.481842,115.935982,3467804
2018-10-04,145.019119,146.080307,143.747604,144.655838,114.490746,4432843
2018-10-05,144.263855,145.114716,141.367111,142.476105,112.765579,4813901
2018-10-08,141.969406,142.514343,140.707458,141.864243,112.281303,3388308
2018-10-09,141.567871,141.835571,140.468445,140.764816,111.411118,3809950
2018-10-10,141.013382,141.195023,136.233276,136.414917,107.968323,5802894
2018-10-11,136.347992,137.848953,132.676865,132.906311,105.191338,9111183
2018-10-12,134.913956,135.315491,132.963669,134.655838,106.576057,6865316
2018-10-15,134.206497,136.003830,133.977051,134.923523,106.787903,5193913
2018-10-16,136.644363,139.053543,135.353729,138.738052,109.807030,9095493
2018-10-17,129.913956,131.118546,127.552582,128.154877,101.430733,20359344
2018-10-18,126.892921,127.533463,124.321220,124.808792,98.782417,10472238
2018-10-19,124.904396,126.089867,122.332695,123.422562,97.685249,8150014
2018-10-22,123.881454,124.703636,122.753349,124.302101,98.381401,5982597
2018-10-23,123.346077,126.099426,122.762909,125.439774,99.281830,6760926
2018-10-24,125.401527,125.898659,121.414917,121.615677,96.255165,5972974
2018-10-25,121.653923,122.170174,119.636711,120.889099,95.680099,10778298
2018-10-26,119.703636,120.248566,118.269600,119.302101,94.424034,9170282
2018-10-29,114.091782,118.499046,113.097511,114.378586,90.527214,21391118
2018-10-30,115.181641,116.156792,110.086044,110.325050,87.318962,22445696
2018-10-31,111.367111,111.376671,109.072655,110.353729,87.341660,22640670
2018-11-01,110.420647,111.854683,110.047798,111.692162,88.400993,14253528
2018-11-02,112.342255,112.571701,109.502869,110.583176,87.523270,11079964
2018-11-05,110.994263,115.458893,110.898659,114.780113,90.845024,9565252
2018-11-06,115.391968,118.365204,115.019119,117.705544,93.160393,10038880
2018-11-07,118.346077,119.560226,116.950287,119.349907,94.461876,12952304
2018-11-08,117.265778,118.929253,117.237091,117.954109,94.546158,10874634
2018-11-09,118.173996,119.091782,116.596558,118.107079,94.668777,7282043
2018-11-12,118.068832,118.135757,115.344170,115.583176,92.645737,5626539
2018-11-13,115.860420,116.873802,114.627151,115.525810,92.599754,4272282
2018-11-14,115.783936,116.567879,114.502869,114.913956,92.109329,4981366
2018-11-15,114.397705,116.099426,114.254303,116.099426,93.059532,5447463
2018-11-16,115.573616,116.491394,115.239006,116.223709,93.159164,4263810
2018-11-19,116.281075,116.806885,114.502869,115.019119,92.193619,4321235
2018-11-20,113.279160,114.235184,111.567879,112.045891,89.810432,6520555
2018-11-21,112.437859,114.254303,112.227531,113.355644,90.860268,5581247
2018-11-23,112.896751,113.135757,111.768639,112.036331,89.802757,2442096
2018-11-26,113.164436,114.961761,112.868073,114.302101,91.618881,5241611
2018-11-27,113.173996,114.760994,113.164436,114.751434,91.979057,5129375
2018-11-28,115.688339,117.676865,114.933075,117.590820,94.254967,5339307
2018-11-29,117.055450,117.705544,116.061188,116.137665,93.090195,5439305
2018-11-30,116.309753,119.206497,116.137665,118.804970,95.228172,7585174
2018-12-03,120.143402,121.022942,118.891014,119.799232,96.025124,6115334
2018-12-04,119.015297,119.426384,115.994263,116.252388,93.182144,6276732
2018-12-06,114.455070,118.460800,114.053535,118.460800,94.952301,7257148
2018-12-07,118.451241,118.594643,113.642448,114.091782,91.450310,7342502
2018-12-10,114.474190,116.328873,113.307838,115.803062,92.821983,6850777
2018-12-11,117.829826,118.365204,114.722755,115.573616,92.638069,5275083
2018-12-12,117.122368,117.476097,115.678780,115.831741,92.844986,3724283
2018-12-13,115.927345,116.434036,114.885277,115.420647,92.515465,4177306
2018-12-14,114.244743,115.783936,114.187378,114.627151,91.879433,4763693
2018-12-17,113.833649,114.512428,110.009560,110.994263,88.967506,7713727
2018-12-18,111.759079,113.030594,110.917786,111.520073,89.388969,6579549
2018-12-19,111.998085,114.980881,110.869980,111.309753,89.220360,7300871
2018-12-20,110.611855,111.328873,106.787766,108.049713,86.607292,8843302
2018-12-21,107.552582,110.210327,105.583176,106.061188,85.013397,10864279
2018-12-24,105.066925,106.118546,102.772469,102.839386,82.430954,3997184
2018-12-26,103.250481,106.491394,101.281075,106.491394,85.358223,6951507
2018-12-27,105.152962,108.776291,104.655830,108.776291,87.189667,6323698
2018-12-28,109.196938,109.751434,107.552582,108.059273,86.614960,5352905
2018-12-31,108.346077,109.321220,107.476097,108.671127,87.105377,5212009
2019-01-02,107.084129,110.879539,106.778206,110.143402,88.285484,4434935
2019-01-03,109.493309,109.827919,107.734222,107.944550,86.522980,4546648
2019-01-04,109.856598,112.323135,109.407265,112.160614,89.902390,4683779
2019-01-07,112.332695,113.604210,111.539200,112.954109,90.538414,3923755
2019-01-08,114.397705,115.267685,113.747612,114.560226,91.825798,4982726
2019-01-09,115.592735,116.061188,114.598473,115.382408,92.484825,3800850
2019-01-10,114.799232,116.500954,114.674950,116.434036,93.327744,4089860
2019-01-11,116.233269,116.271507,114.913956,116.118546,93.074875,3893630
2019-01-14,115.210327,115.344170,114.493309,115.095604,92.254936,5469220
2019-01-15,115.640533,116.567879,115.506691,116.376671,93.281769,3668845
2019-01-16,116.233269,116.634796,115.516251,116.271507,93.197449,4017791
2019-01-17,115.258125,117.026772,115.248566,116.816444,93.634254,5261275
2019-01-18,117.848946,119.235184,117.313576,118.374763,94.883339,6284891
2019-01-22,117.877632,118.355644,116.195030,117.131927,93.887154,10514810
2019-01-23,125.592735,129.063095,124.579353,127.045891,101.833694,23078630
2019-01-24,126.797325,127.351814,125.650093,126.701721,101.557823,6613753
2019-01-25,127.026772,128.527725,126.606117,128.078400,102.661285,5969940
2019-01-28,127.246651,128.881454,126.749519,128.365204,102.891190,5604154
2019-01-29,128.384323,129.455063,127.724663,128.422562,102.937149,5268807
2019-01-30,128.107071,129.091782,127.390060,128.470367,102.975494,4707941
2019-01-31,128.537292,128.795410,127.858505,128.508606,103.006119,5108664
2019-02-01,129.034424,129.254303,127.485657,128.202682,102.760925,3981076
2019-02-04,128.126190,129.254303,127.141495,129.244736,103.596176,4149064
2019-02-05,129.330780,129.847031,128.986618,129.588913,103.872047,5647249
2019-02-06,129.273422,130.640533,129.225616,130.325043,104.462082,5104166
2019-02-07,127.676865,128.556412,126.309753,127.332695,103.252739,4580852
2019-02-08,126.520073,127.829826,126.376671,127.829826,103.655869,3399291
2019-02-11,128.384323,129.206497,128.021027,128.097519,103.872925,3237475
2019-02-12,129.206497,130.210327,128.929260,130.066925,105.469879,3469791
2019-02-13,130.898666,131.854691,130.411087,131.472275,106.609489,4448638
2019-02-14,131.137665,131.548752,130.219879,130.478012,105.803253,2917712
2019-02-15,131.529633,132.112808,131.347992,131.959854,107.004860,4020929
2019-02-19,131.749527,132.600388,131.319305,132.600388,107.524261,3541442
2019-02-20,132.657745,133.116638,131.185471,131.931168,106.981590,3976892
2019-02-21,131.759079,132.265778,131.309753,131.778198,106.857552,3072416
2019-02-22,132.629059,133.250473,132.342255,133.126190,107.950592,3256930
2019-02-25,133.843216,134.292542,133.193115,133.326965,108.113426,3341133
2019-02-26,133.527725,134.311661,133.336517,133.575531,108.314987,3201178
2019-02-27,133.126190,133.432129,132.313583,133.049713,107.888596,2647321
2019-02-28,132.667297,132.944550,131.663483,132.055450,107.082390,3616859
2019-03-01,133.183563,133.881454,132.543015,133.078400,107.911850,3169380
2019-03-04,133.833649,133.919693,131.137665,132.342255,107.314934,3563617
2019-03-05,132.284897,132.638626,131.510513,131.816437,106.888557,4445814
2019-03-06,132.045883,132.304016,130.707458,130.956024,106.190842,2895642
2019-03-07,130.602295,130.869980,128.709366,129.407272,104.934990,4559305
2019-03-08,128.307846,129.292542,127.705544,129.149139,104.725677,3947186
2019-03-11,130.047806,131.673035,129.866150,131.653915,106.756760,4120508
2019-03-12,132.428299,133.556412,131.797318,132.198853,107.198654,4136616
2019-03-13,131.978973,133.193115,131.787766,132.466537,107.415726,3319167
2019-03-14,132.418732,132.829834,131.988525,132.686417,107.594017,2864576
2019-03-15,133.240921,134.158707,133.107071,133.298279,108.090149,7482770
